All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename        : 232.fasta
SeqY filename        : 7422.fasta
SeqX name            : gi|54019969|ref|NC_006360.1|
SeqY name            : gi|525903163|ref|NC_021831.1|
SeqX length          : 892758
SeqY length          : 898495
Min.fragment.length  : 64
Min.Identity         : 80
Tot Hits (seeds)     : 12236
Tot Hits (seeds) used: 1524
Total fragments      : 513
========================================================
Total CSB: 0
========================================================
Type,xStart,yStart,xEnd,yEnd,strand(f/r),block,length,score,ident,similarity,%ident,SeqX,SeqY
Frag,305724,244182,307929,246387,f,0,2206,8424,2156,97.73,97.73,0,0
Frag,477908,400579,478242,400913,f,0,335,855,274,81.79,81.79,0,0
Frag,221884,137544,224036,139696,f,0,2153,8308,2115,98.24,98.24,0,0
Frag,286357,196540,286436,196619,f,0,80,192,64,80.00,80.00,0,0
Frag,570293,374251,570377,374335,f,0,85,324,83,97.65,97.65,0,0
Frag,570035,373981,570299,374245,f,0,265,860,240,90.57,90.57,0,0
Frag,393203,112453,393337,112587,f,0,135,484,128,94.81,94.81,0,0
Frag,393332,112581,393638,112887,f,0,307,1148,297,96.74,96.74,0,0
Frag,396157,113378,396220,113441,f,0,64,256,64,100.00,100.00,0,0
Frag,395974,113194,396137,113357,f,0,164,528,148,90.24,90.24,0,0
Frag,395807,113025,395979,113197,f,0,173,620,164,94.80,94.80,0,0
Frag,732386,405091,732477,405182,f,0,92,352,90,97.83,97.83,0,0
Frag,736024,405091,736116,405183,f,0,93,332,88,94.62,94.62,0,0
Frag,369286,26885,369389,26988,f,0,104,304,90,86.54,86.54,0,0
Frag,650795,299082,650907,299194,f,0,113,348,100,88.50,88.50,0,0
Frag,392979,26915,393051,26987,f,0,73,244,67,91.78,91.78,0,0
Frag,814144,435935,814286,436077,f,0,143,444,127,88.81,88.81,0,0
Frag,892552,0,892757,205,f,0,206,792,202,98.06,98.06,0,0
Frag,192359,196595,192426,196528,r,0,68,200,59,86.76,86.76,0,0
Frag,331988,113453,332062,113379,r,0,75,228,66,88.00,88.00,0,0
Frag,330599,114846,330824,114621,r,0,226,584,186,82.30,82.30,0,0
Frag,332242,113203,332445,113000,r,0,204,704,190,93.14,93.14,0,0
Frag,324753,120693,327740,117706,r,0,2988,11400,2919,97.69,97.69,0,0
Frag,330754,114692,330893,114553,r,0,140,368,116,82.86,82.86,0,0
Frag,332119,113327,332252,113194,r,0,134,432,121,90.30,90.30,0,0
Frag,327575,117872,332054,113393,r,0,4480,14112,4004,89.38,89.38,0,0
Frag,330298,115150,330633,114815,r,0,336,1160,313,93.15,93.15,0,0
Frag,327464,117985,327528,117921,r,0,65,228,61,93.85,93.85,0,0
Frag,315727,129728,319050,126405,r,0,3324,12592,3236,97.35,97.35,0,0
Frag,318965,126491,321348,124108,r,0,2384,9200,2342,98.24,98.24,0,0
Frag,309231,136231,309977,135485,r,0,747,2868,732,97.99,97.99,0,0
Frag,324680,120782,324757,120705,r,0,78,248,70,89.74,89.74,0,0
Frag,309974,135489,310539,134924,r,0,566,2056,540,95.41,95.41,0,0
Frag,310383,135081,315747,129717,r,0,5365,20436,5237,97.61,97.61,0,0
Frag,309070,136401,309242,136229,r,0,173,684,172,99.42,99.42,0,0
Frag,321320,124151,324629,120842,r,0,3310,12560,3225,97.43,97.43,0,0
Frag,305777,139696,309076,136397,r,0,3300,12520,3215,97.42,97.42,0,0
Frag,344152,104502,345983,102671,r,0,1832,7096,1803,98.42,98.42,0,0
Frag,338290,110366,341497,107159,r,0,3208,12016,3106,96.82,96.82,0,0
Frag,341434,107223,341945,106712,r,0,512,1952,500,97.66,97.66,0,0
Frag,345979,102678,347290,101367,r,0,1312,5224,1309,99.77,99.77,0,0
Frag,341931,106727,344169,104489,r,0,2239,8812,2221,99.20,99.20,0,0
Frag,335796,112884,336099,112581,r,0,304,1088,288,94.74,94.74,0,0
Frag,336095,112587,337679,111003,r,0,1585,5932,1534,96.78,96.78,0,0
Frag,337892,110791,338385,110298,r,0,494,1912,486,98.38,98.38,0,0
Frag,337643,111042,337912,110773,r,0,270,856,242,89.63,89.63,0,0
Frag,285238,180686,285729,180195,r,0,492,1656,453,92.07,92.07,0,0
Frag,108439,359755,109287,358907,r,0,849,3316,839,98.82,98.82,0,0
Frag,112720,355492,113838,354374,r,0,1119,4388,1108,99.02,99.02,0,0
Frag,109387,358826,112730,355483,r,0,3344,13200,3322,99.34,99.34,0,0
Frag,113837,354387,119449,348775,r,0,5613,17748,5025,89.52,89.52,0,0
Frag,116022,352203,116940,351285,r,0,919,3500,897,97.61,97.61,0,0
Frag,109301,358926,109378,358849,r,0,78,280,74,94.87,94.87,0,0
Frag,119983,348258,123424,344817,r,0,3442,13544,3414,99.19,99.19,0,0
Frag,119446,348797,120014,348229,r,0,569,2236,564,99.12,99.12,0,0
Frag,123642,344603,139496,328749,r,0,15855,62380,15725,99.18,99.18,0,0
Frag,123412,344834,123646,344600,r,0,235,916,232,98.72,98.72,0,0
Frag,139486,328763,140118,328131,r,0,633,2276,601,94.94,94.94,0,0
Frag,140053,328197,143232,325018,r,0,3180,12424,3143,98.84,98.84,0,0
Frag,190612,277645,190820,277437,r,0,209,636,184,88.04,88.04,0,0
Frag,186902,281356,190652,277606,r,0,3751,14772,3722,99.23,99.23,0,0
Frag,143115,325144,144240,324019,r,0,1126,3880,1048,93.07,93.07,0,0
Frag,148234,320025,153433,314826,r,0,5200,20192,5124,98.54,98.54,0,0
Frag,153422,314843,154599,313666,r,0,1178,4408,1140,96.77,96.77,0,0
Frag,154575,313691,161354,306912,r,0,6780,26576,6712,99.00,99.00,0,0
Frag,184501,283766,184666,283601,r,0,166,648,164,98.80,98.80,0,0
Frag,190914,277353,191143,277124,r,0,230,776,212,92.17,92.17,0,0
Frag,161337,306931,161979,306289,r,0,643,2444,627,97.51,97.51,0,0
Frag,164951,303318,170493,297776,r,0,5543,16564,4842,87.35,87.35,0,0
Frag,190820,277449,190919,277350,r,0,100,368,96,96.00,96.00,0,0
Frag,161955,306315,164985,303285,r,0,3031,11724,2981,98.35,98.35,0,0
Frag,144225,324046,145435,322836,r,0,1211,4636,1185,97.85,97.85,0,0
Frag,213028,255243,224920,243351,r,0,11893,45860,11679,98.20,98.20,0,0
Frag,145406,322866,148255,320017,r,0,2850,11176,2822,99.02,99.02,0,0
Frag,207621,260651,213067,255205,r,0,5447,21444,5404,99.21,99.21,0,0
Frag,184591,283684,186860,281415,r,0,2270,7296,2047,90.18,90.18,0,0
Frag,186650,281626,186924,281352,r,0,275,892,249,90.55,90.55,0,0
Frag,192036,276241,192382,275895,r,0,347,1212,325,93.66,93.66,0,0
Frag,197415,270862,207630,260647,r,0,10216,40104,10121,99.07,99.07,0,0
Frag,191138,277140,197420,270858,r,0,6283,22596,5966,94.95,94.95,0,0
Frag,191341,276938,191487,276792,r,0,147,476,133,90.48,90.48,0,0
Frag,284237,184054,285874,182417,r,0,1638,6192,1593,97.25,97.25,0,0
Frag,282363,185929,284252,184040,r,0,1890,7400,1870,98.94,98.94,0,0
Frag,285872,182421,286453,181840,r,0,582,1744,509,87.46,87.46,0,0
Frag,286359,181935,288344,179950,r,0,1986,7776,1965,98.94,98.94,0,0
Frag,271474,196822,274593,193703,r,0,3120,11752,3029,97.08,97.08,0,0
Frag,288459,179837,288781,179515,r,0,323,1220,314,97.21,97.21,0,0
Frag,264915,203382,271481,196816,r,0,6567,25796,6508,99.10,99.10,0,0
Frag,276994,191303,277605,190692,r,0,612,2376,603,98.53,98.53,0,0
Frag,277600,190698,282377,185921,r,0,4778,12952,4008,83.88,83.88,0,0
Frag,278349,189950,279527,188772,r,0,1179,4468,1148,97.37,97.37,0,0
Frag,291004,177295,293361,174938,r,0,2358,9232,2333,98.94,98.94,0,0
Frag,275850,192450,276870,191430,r,0,1021,3692,972,95.20,95.20,0,0
Frag,288769,179531,291008,177292,r,0,2240,8904,2233,99.69,99.69,0,0
Frag,274577,193724,275707,192594,r,0,1131,4436,1120,99.03,99.03,0,0
Frag,293357,174944,294593,173708,r,0,1237,4860,1226,99.11,99.11,0,0
Frag,275703,192599,275864,192438,r,0,162,648,162,100.00,100.00,0,0
Frag,294576,173731,294741,173566,r,0,166,632,162,97.59,97.59,0,0
Frag,296250,172057,298480,169827,r,0,2231,8668,2199,98.57,98.57,0,0
Frag,227678,240630,228571,239737,r,0,894,3536,889,99.44,99.44,0,0
Frag,294689,173620,296285,172024,r,0,1597,5972,1545,96.74,96.74,0,0
Frag,227485,240829,227600,240714,r,0,116,312,97,83.62,83.62,0,0
Frag,304048,164266,304764,163550,r,0,717,2844,714,99.58,99.58,0,0
Frag,227485,240830,227685,240630,r,0,201,524,166,82.59,82.59,0,0
Frag,241697,226618,241954,226361,r,0,258,784,227,87.98,87.98,0,0
Frag,304754,163561,305123,163192,r,0,370,1408,361,97.57,97.57,0,0
Frag,224819,243497,227601,240715,r,0,2783,10292,2678,96.23,96.23,0,0
Frag,238086,230230,244240,224076,r,0,6155,23244,5983,97.21,97.21,0,0
Frag,305118,163198,305674,162642,r,0,557,1772,500,89.77,89.77,0,0
Frag,244201,224117,244273,224045,r,0,73,268,70,95.89,95.89,0,0
Frag,231013,237307,238099,230221,r,0,7087,27540,6986,98.57,98.57,0,0
Frag,298470,169850,304060,164260,r,0,5591,20820,5398,96.55,96.55,0,0
Frag,244228,224093,248520,219801,r,0,4293,15172,4043,94.18,94.18,0,0
Frag,228577,239745,231046,237276,r,0,2470,9592,2434,98.54,98.54,0,0
Frag,248034,220288,258017,210305,r,0,9984,38960,9862,98.78,98.78,0,0
Frag,258530,209799,263722,204607,r,0,5193,20460,5154,99.25,99.25,0,0
Frag,257972,210358,258598,209732,r,0,627,2244,594,94.74,94.74,0,0
Frag,263714,204616,264963,203367,r,0,1250,4928,1241,99.28,99.28,0,0
Frag,287608,183053,288099,182562,r,0,492,1744,464,94.31,94.31,0,0
Frag,288084,182578,288177,182485,r,0,94,328,88,93.62,93.62,0,0
