All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename        : ECOLI_B.fasta
SeqY filename        : ECOLI_K12.fasta
SeqX name            : NZ_CP014268.2
SeqY name            : NZ_CP009789.1
SeqX length          : 4478958
SeqY length          : 4558660
Min.fragment.length  : 64
Min.Identity         : 80
Tot Hits (seeds)     : 75136
Tot Hits (seeds) used: 6080
Total fragments      : 2242
========================================================
Total CSB: 0
========================================================
Type,xStart,yStart,xEnd,yEnd,strand(f/r),block,length,score,ident,similarity,%ident,SeqX,SeqY
Frag,1527683,3481507,1527748,3481572,f,0,66,216,60,90.91,90.91,0,0
Frag,1162432,3055364,1162554,3055486,f,0,123,436,116,94.31,94.31,0,0
Frag,2489432,4381362,2489550,4381480,f,0,119,348,103,86.55,86.55,0,0
Frag,1717471,3608862,1717617,3609008,f,0,147,436,128,87.07,87.07,0,0
Frag,2236604,4109474,2236678,4109548,f,0,75,212,64,85.33,85.33,0,0
Frag,1844836,3712616,1844948,3712728,f,0,113,340,99,87.61,87.61,0,0
Frag,460458,2307720,460538,2307800,f,0,81,212,67,82.72,82.72,0,0
Frag,460554,2307716,460638,2307800,f,0,85,236,72,84.71,84.71,0,0
Frag,460654,2307716,460738,2307800,f,0,85,236,72,84.71,84.71,0,0
Frag,460754,2307716,460838,2307800,f,0,85,228,71,83.53,83.53,0,0
Frag,1217881,3054091,1217995,3054205,f,0,115,356,102,88.70,88.70,0,0
Frag,2669268,4490695,2670041,4491468,f,0,774,2512,701,90.57,90.57,0,0
Frag,2236540,4051642,2236607,4051709,f,0,68,200,59,86.76,86.76,0,0
Frag,896396,2698353,896542,2698499,f,0,147,412,125,85.03,85.03,0,0
Frag,1229369,3026483,1229454,3026568,f,0,86,240,73,84.88,84.88,0,0
Frag,896400,2668191,896542,2668333,f,0,143,404,122,85.31,85.31,0,0
Frag,1782904,3553097,1783687,3553880,f,0,784,3024,770,98.21,98.21,0,0
Frag,1801525,3568112,1801591,3568178,f,0,67,180,56,83.58,83.58,0,0
Frag,1065873,2826511,1065972,2826610,f,0,100,248,81,81.00,81.00,0,0
Frag,2629200,4381381,2629299,4381480,f,0,100,304,88,88.00,88.00,0,0
Frag,1083231,2826514,1083314,2826597,f,0,84,232,71,84.52,84.52,0,0
Frag,1083431,2826514,1083514,2826597,f,0,84,232,71,84.52,84.52,0,0
Frag,1314542,3055363,1314669,3055490,f,0,128,504,127,99.22,99.22,0,0
Frag,379940,2108631,380015,2108706,f,0,76,240,68,89.47,89.47,0,0
Frag,214080,1936193,214191,1936304,f,0,112,296,93,83.04,83.04,0,0
Frag,1475859,3187284,1475935,3187360,f,0,77,260,71,92.21,92.21,0,0
Frag,2813835,4513101,2815173,4514439,f,0,1339,5324,1335,99.70,99.70,0,0
Frag,2813837,4511765,2815196,4513124,f,0,1360,5344,1348,99.12,99.12,0,0
Frag,2797386,4490701,2798153,4491468,f,0,768,2488,695,90.49,90.49,0,0
Frag,1986286,3670976,1986446,3671136,f,0,161,476,140,86.96,86.96,0,0
Frag,1986821,3670976,1986981,3671136,f,0,161,492,142,88.20,88.20,0,0
Frag,1987356,3670976,1987516,3671136,f,0,161,492,142,88.20,88.20,0,0
Frag,1632410,3315714,1632542,3315846,f,0,133,436,121,90.98,90.98,0,0
Frag,896400,2540330,896548,2540478,f,0,149,412,126,84.56,84.56,0,0
Frag,1910466,3553105,1911234,3553873,f,0,769,3076,769,100.00,100.00,0,0
Frag,1418175,3054091,1418289,3054205,f,0,115,380,105,91.30,91.30,0,0
Frag,2489432,4099585,2489512,4099665,f,0,81,252,72,88.89,88.89,0,0
Frag,1329544,2930048,1329608,2930112,f,0,65,236,62,95.38,95.38,0,0
Frag,1717468,3315721,1717593,3315846,f,0,126,384,111,88.10,88.10,0,0
Frag,214050,1797919,214206,1798075,f,0,157,404,129,82.17,82.17,0,0
Frag,661181,2227986,661948,2228753,f,0,768,3056,766,99.74,99.74,0,0
Frag,1229373,2792227,1229454,2792308,f,0,82,208,67,81.71,81.71,0,0
Frag,2489421,4051642,2489577,4051798,f,0,157,404,129,82.17,82.17,0,0
Frag,1155237,2698364,1155372,2698499,f,0,136,368,114,83.82,83.82,0,0
Frag,263953,1797930,264033,1798010,f,0,81,252,72,88.89,88.89,0,0
Frag,712372,2226727,712447,2226802,f,0,76,192,62,81.58,81.58,0,0
Frag,2039573,3553106,2040340,3553873,f,0,768,3056,766,99.74,99.74,0,0
Frag,1155237,2668198,1155372,2668333,f,0,136,336,110,80.88,80.88,0,0
Frag,1426579,2929976,1426653,2930050,f,0,75,204,63,84.00,84.00,0,0
Frag,660181,2160279,660254,2160352,f,0,74,288,73,98.65,98.65,0,0
Frag,2728981,4207078,2729748,4207845,f,0,768,3048,765,99.61,99.61,0,0
Frag,509046,1982955,509151,1983060,f,0,106,304,91,85.85,85.85,0,0
Frag,2629200,4051672,2629311,4051783,f,0,112,296,93,83.04,83.04,0,0
Frag,1632443,3054093,1632555,3054205,f,0,113,364,102,90.27,90.27,0,0
Frag,1527611,2929976,1527740,2930105,f,0,130,384,113,86.92,86.92,0,0
Frag,543146,1936193,543245,1936292,f,0,100,304,88,88.00,88.00,0,0
Frag,2819868,4207078,2820635,4207845,f,0,768,3072,768,100.00,100.00,0,0
Frag,896402,2282067,896545,2282210,f,0,144,416,124,86.11,86.11,0,0
Frag,1155237,2540337,1155377,2540477,f,0,141,348,114,80.85,80.85,0,0
Frag,2254976,3635854,2256479,3637357,f,0,1504,5512,1441,95.81,95.81,0,0
Frag,2172967,3553106,2173734,3553873,f,0,768,3056,766,99.74,99.74,0,0
Frag,2216618,3593912,2217534,3594828,f,0,917,3548,902,98.36,98.36,0,0
Frag,1632409,2996513,1632572,2996676,f,0,164,432,136,82.93,82.93,0,0
Frag,2489451,3849238,2489550,3849337,f,0,100,312,89,89.00,89.00,0,0
Frag,2940331,4298430,2940415,4298514,f,0,85,228,71,83.53,83.53,0,0
Frag,2940331,4298330,2940415,4298414,f,0,85,236,72,84.71,84.71,0,0
Frag,2940331,4298230,2940415,4298314,f,0,85,228,71,83.53,83.53,0,0
Frag,2940331,4298130,2940415,4298214,f,0,85,236,72,84.71,84.71,0,0
Frag,2940335,4298034,2940415,4298114,f,0,81,212,67,82.72,82.72,0,0
Frag,1717494,3054093,1717606,3054205,f,0,113,364,102,90.27,90.27,0,0
Frag,214050,1532647,214117,1532714,f,0,68,200,59,86.76,86.76,0,0
Frag,214050,1532469,214117,1532536,f,0,68,200,59,86.76,86.76,0,0
Frag,1217860,2529393,1217995,2529528,f,0,136,416,120,88.24,88.24,0,0
Frag,729458,2021727,730818,2023087,f,0,1361,5332,1347,98.97,98.97,0,0
Frag,1717479,2996532,1717623,2996676,f,0,145,444,128,88.28,88.28,0,0
Frag,1426578,2698363,1426693,2698478,f,0,116,352,102,87.93,87.93,0,0
Frag,2939538,4207078,2940306,4207846,f,0,769,3060,767,99.74,99.74,0,0
Frag,1434002,2698360,1434141,2698499,f,0,140,408,121,86.43,86.43,0,0
Frag,273844,1532711,273918,1532785,f,0,75,212,64,85.33,85.33,0,0
Frag,273844,1532533,273918,1532607,f,0,75,212,64,85.33,85.33,0,0
Frag,543127,1797930,543245,1798048,f,0,119,348,103,86.55,86.55,0,0
Frag,1426579,2668198,1426693,2668312,f,0,115,348,101,87.83,87.83,0,0
Frag,1434001,2668193,1434142,2668334,f,0,142,392,120,84.51,84.51,0,0
Frag,2629200,3849238,2629299,3849337,f,0,100,304,88,88.00,88.00,0,0
Frag,1329459,2540325,1329611,2540477,f,0,153,380,124,81.05,81.05,0,0
Frag,3296271,4490700,3297039,4491468,f,0,769,2500,697,90.64,90.64,0,0
Frag,1327363,2505146,1328727,2506510,f,0,1365,5412,1359,99.56,99.56,0,0
Frag,1544313,2698363,1544425,2698475,f,0,113,380,104,92.04,92.04,0,0
Frag,925640,2059086,926971,2060417,f,0,1332,5328,1332,100.00,100.00,0,0
Frag,3360851,4490700,3361619,4491468,f,0,769,2508,698,90.77,90.77,0,0
Frag,1155237,2282072,1155374,2282209,f,0,138,368,115,83.33,83.33,0,0
Frag,1103494,2226704,1103580,2226790,f,0,87,244,74,85.06,85.06,0,0
Frag,3084240,4207078,3085007,4207845,f,0,768,3064,767,99.87,99.87,0,0
Frag,2489432,3608867,2489586,3609021,f,0,155,484,138,89.03,89.03,0,0
Frag,1109122,2227986,1109889,2228753,f,0,768,3048,765,99.61,99.61,0,0
Frag,1426578,2540336,1426688,2540446,f,0,111,324,96,86.49,86.49,0,0
Frag,1418151,2529390,1418296,2529535,f,0,146,440,128,87.67,87.67,0,0
Frag,1434002,2540333,1434147,2540478,f,0,146,408,124,84.93,84.93,0,0
Frag,1132606,2227985,1133374,2228753,f,0,769,3052,766,99.61,99.61,0,0
Frag,1844825,2929975,1844900,2930050,f,0,76,192,62,81.58,81.58,0,0
Frag,1498095,2512136,1498172,2512213,f,0,78,312,78,100.00,100.00,0,0
Frag,1498383,2512135,1498459,2512211,f,0,77,308,77,100.00,100.00,0,0
Frag,1498305,2512055,1498382,2512132,f,0,78,312,78,100.00,100.00,0,0
Frag,1498300,2511928,1498400,2512028,f,0,101,324,91,90.10,90.10,0,0
Frag,1498588,2512134,1498672,2512218,f,0,85,316,82,96.47,96.47,0,0
Frag,1498511,2512056,1498588,2512133,f,0,78,312,78,100.00,100.00,0,0
Frag,1498306,2511814,1498381,2511889,f,0,76,304,76,100.00,100.00,0,0
Frag,1498511,2511934,1498588,2512011,f,0,78,312,78,100.00,100.00,0,0
Frag,1498803,2512127,1498894,2512218,f,0,92,328,87,94.57,94.57,0,0
Frag,1498511,2511814,1498586,2511889,f,0,76,304,76,100.00,100.00,0,0
Frag,1499020,2512136,1499131,2512247,f,0,112,440,111,99.11,99.11,0,0
Frag,1527683,2540410,1527754,2540481,f,0,72,208,62,86.11,86.11,0,0
Frag,1544312,2540335,1544423,2540446,f,0,112,368,102,91.07,91.07,0,0
Frag,2629200,3608886,2629311,3608997,f,0,112,368,102,91.07,91.07,0,0
Frag,2728981,3702306,2729748,3703073,f,0,768,3048,765,99.61,99.61,0,0
Frag,1329459,2282060,1329609,2282210,f,0,151,396,125,82.78,82.78,0,0
Frag,1302515,2227984,1303284,2228753,f,0,770,3064,768,99.74,99.74,0,0
Frag,3589566,4513100,3590906,4514440,f,0,1341,5260,1328,99.03,99.03,0,0
Frag,3589574,4511770,3590905,4513101,f,0,1332,5240,1321,99.17,99.17,0,0
Frag,1326214,2227986,1326981,2228753,f,0,768,3056,766,99.74,99.74,0,0
Frag,1632420,2529393,1632566,2529539,f,0,147,468,132,89.80,89.80,0,0
Frag,2669274,3553106,2670041,3553873,f,0,768,3056,766,99.74,99.74,0,0
Frag,2819865,3702303,2820635,3703073,f,0,771,3076,770,99.87,99.87,0,0
Frag,1355775,2227985,1356544,2228754,f,0,770,3056,767,99.61,99.61,0,0
Frag,3650096,4513111,3651424,4514439,f,0,1329,5316,1329,100.00,100.00,0,0
Frag,3650091,4511768,3651433,4513110,f,0,1343,5340,1339,99.70,99.70,0,0
Frag,1370637,2227986,1371415,2228764,f,0,779,3052,771,98.97,98.97,0,0
Frag,1426578,2282071,1426689,2282182,f,0,112,312,95,84.82,84.82,0,0
Frag,1434000,2282066,1434140,2282206,f,0,141,436,125,88.65,88.65,0,0
Frag,1844836,2668208,1844948,2668320,f,0,113,332,98,86.73,86.73,0,0
Frag,2236604,3054129,2236680,3054205,f,0,77,236,68,88.31,88.31,0,0
Frag,2939538,3702306,2940305,3703073,f,0,768,3056,766,99.74,99.74,0,0
Frag,2236604,2996583,2236688,2996667,f,0,85,260,75,88.24,88.24,0,0
Frag,2797386,3553106,2798153,3553873,f,0,768,3072,768,100.00,100.00,0,0
Frag,1544312,2282070,1544425,2282183,f,0,114,360,102,89.47,89.47,0,0
Frag,2918027,3645837,2918115,3645925,f,0,89,260,77,86.52,86.52,0,0
Frag,3498983,4207076,3499752,4207845,f,0,770,3080,770,100.00,100.00,0,0
Frag,273809,981191,273918,981300,f,0,110,336,97,88.18,88.18,0,0
Frag,1480209,2108626,1480294,2108711,f,0,86,216,70,81.40,81.40,0,0
Frag,187748,812477,187816,812545,f,0,69,204,60,86.96,86.96,0,0
Frag,273809,896526,273918,896635,f,0,110,328,96,87.27,87.27,0,0
Frag,3084239,3702305,3085028,3703094,f,0,790,3072,779,98.61,98.61,0,0
Frag,2917959,3533231,2918118,3533390,f,0,160,456,137,85.62,85.62,0,0
Frag,1719096,2302605,1719184,2302693,f,0,89,228,73,82.02,82.02,0,0
Frag,2489450,3054093,2489562,3054205,f,0,113,380,104,92.04,92.04,0,0
Frag,2918038,3481496,2918110,3481568,f,0,73,212,63,86.30,86.30,0,0
Frag,3576455,4109439,3576564,4109548,f,0,110,312,94,85.45,85.45,0,0
Frag,187747,712156,187815,712224,f,0,69,212,61,88.41,88.41,0,0
Frag,925640,1448339,926970,1449669,f,0,1331,5324,1331,100.00,100.00,0,0
Frag,1418178,1936193,1418289,1936304,f,0,112,352,100,89.29,89.29,0,0
Frag,998885,1512101,1000173,1513389,f,0,1289,4732,1236,95.89,95.89,0,0
Frag,3367019,3880120,3367086,3880187,f,0,68,192,58,85.29,85.29,0,0
Frag,214051,696227,214198,696374,f,0,148,416,126,85.14,85.14,0,0
Frag,3905362,4381353,3905488,4381479,f,0,127,388,112,88.19,88.19,0,0
Frag,263949,696233,264033,696317,f,0,85,244,73,85.88,85.88,0,0
Frag,2629200,3054094,2629311,3054205,f,0,112,344,99,88.39,88.39,0,0
Frag,273809,696256,273918,696365,f,0,110,368,101,91.82,91.82,0,0
Frag,187747,607009,187815,607077,f,0,69,228,63,91.30,91.30,0,0
Frag,1813991,2219228,1814095,2219332,f,0,105,252,84,80.00,80.00,0,0
Frag,659343,1046609,660110,1047376,f,0,768,2464,692,90.10,90.10,0,0
Frag,1418149,1797920,1418296,1798067,f,0,148,440,129,87.16,87.16,0,0
Frag,379944,759600,380014,759670,f,0,71,204,61,85.92,85.92,0,0
Frag,161752,508131,161841,508220,f,0,90,264,78,86.67,86.67,0,0
Frag,161756,500896,161842,500982,f,0,87,284,79,90.80,90.80,0,0
Frag,3314055,3645833,3314150,3645928,f,0,96,288,84,87.50,87.50,0,0
Frag,3155447,3481426,3155518,3481497,f,0,72,200,61,84.72,84.72,0,0
Frag,2750838,3066844,2750923,3066929,f,0,86,240,73,84.88,84.88,0,0
Frag,1217930,1532722,1217995,1532787,f,0,66,192,57,86.36,86.36,0,0
Frag,1217930,1532544,1217995,1532609,f,0,66,192,57,86.36,86.36,0,0
Frag,761977,1046609,762744,1047376,f,0,768,2992,758,98.70,98.70,0,0
Frag,2701727,2980436,2702453,2981162,f,0,727,2836,718,98.76,98.76,0,0
Frag,778206,1046609,778973,1047376,f,0,768,2992,758,98.70,98.70,0,0
Frag,3296272,3553106,3297039,3553873,f,0,768,3064,767,99.87,99.87,0,0
Frag,1253484,1508341,1255060,1509917,f,0,1577,5764,1509,95.69,95.69,0,0
Frag,1255977,1509638,1256256,1509917,f,0,280,736,232,82.86,82.86,0,0
Frag,3314001,3533241,3314148,3533388,f,0,148,472,133,89.86,89.86,0,0
Frag,3498985,3702306,3499752,3703073,f,0,768,3072,768,100.00,100.00,0,0
Frag,3517309,3712614,3517375,3712680,f,0,67,196,58,86.57,86.57,0,0
Frag,3905370,4099584,3905453,4099667,f,0,84,288,78,92.86,92.86,0,0
Frag,3483604,3676830,3483671,3676897,f,0,68,216,61,89.71,89.71,0,0
Frag,3360852,3553106,3361626,3553880,f,0,775,3060,770,99.35,99.35,0,0
Frag,4167194,4345410,4167312,4345528,f,0,119,316,99,83.19,83.19,0,0
Frag,64586,238266,64663,238343,f,0,78,312,78,100.00,100.00,0,0
Frag,4208004,4381360,4208125,4381481,f,0,122,408,112,91.80,91.80,0,0
Frag,3144044,3315718,3144179,3315853,f,0,136,424,121,88.97,88.97,0,0
Frag,3314070,3481496,3314143,3481569,f,0,74,216,64,86.49,86.49,0,0
Frag,61396,227074,63284,228962,f,0,1889,7396,1869,98.94,98.94,0,0
Frag,64347,230024,64663,230340,f,0,317,1268,317,100.00,100.00,0,0
Frag,63290,228966,64347,230023,f,0,1058,4192,1053,99.53,99.53,0,0
Frag,61303,226972,61387,227056,f,0,85,340,85,100.00,100.00,0,0
Frag,59383,224960,61119,226696,f,0,1737,6812,1720,99.02,99.02,0,0
Frag,353795,508035,353879,508119,f,0,85,244,73,85.88,85.88,0,0
Frag,353892,508034,353978,508120,f,0,87,252,75,86.21,86.21,0,0
Frag,543113,696223,543245,696355,f,0,133,380,114,85.71,85.71,0,0
Frag,3905360,4051642,3905488,4051770,f,0,129,380,112,86.82,86.82,0,0
Frag,3554095,3691491,3555557,3692953,f,0,1463,5780,1454,99.38,99.38,0,0
Frag,4071577,4207065,4072360,4207848,f,0,784,3080,777,99.11,99.11,0,0
Frag,1418149,1532648,1418224,1532723,f,0,76,184,61,80.26,80.26,0,0
Frag,1418149,1532470,1418224,1532545,f,0,76,184,61,80.26,80.26,0,0
Frag,3605562,3712612,3605667,3712717,f,0,106,344,96,90.57,90.57,0,0
Frag,1309413,1409461,1309818,1409866,f,0,406,1064,336,82.76,82.76,0,0
Frag,1305181,1403630,1305615,1404064,f,0,435,1460,400,91.95,91.95,0,0
Frag,161752,249530,161841,249619,f,0,90,264,78,86.67,86.67,0,0
Frag,3329218,3396115,3330968,3397865,f,0,1751,6884,1736,99.14,99.14,0,0
Frag,3325793,3392600,3327047,3393854,f,0,1255,4932,1244,99.12,99.12,0,0
Frag,3327053,3393858,3329034,3395839,f,0,1982,7760,1961,98.94,98.94,0,0
Frag,3325787,3392349,3325935,3392497,f,0,149,532,141,94.63,94.63,0,0
Frag,1454324,1512192,1455523,1513391,f,0,1200,4488,1161,96.75,96.75,0,0
Frag,1454234,1512101,1454328,1512195,f,0,95,348,91,95.79,95.79,0,0
Frag,1455524,1512125,1456412,1513013,f,0,889,3196,844,94.94,94.94,0,0
Frag,169672,224960,174743,230031,f,0,5072,20024,5039,99.35,99.35,0,0
Frag,174891,230086,175033,230228,f,0,143,556,141,98.60,98.60,0,0
Frag,3165665,3215342,3165951,3215628,f,0,287,940,261,90.94,90.94,0,0
Frag,3165764,3215341,3165950,3215527,f,0,187,620,171,91.44,91.44,0,0
Frag,997472,1046608,998241,1047377,f,0,770,2992,759,98.57,98.57,0,0
Frag,4309585,4345464,4309660,4345539,f,0,76,192,62,81.58,81.58,0,0
Frag,3576440,3608871,3576584,3609015,f,0,145,428,126,86.90,86.90,0,0
Frag,1019008,1046609,1019775,1047376,f,0,768,3000,759,98.83,98.83,0,0
Frag,2918049,2930048,2918113,2930112,f,0,65,212,59,90.77,90.77,0,0
Frag,2155442,2160278,2156703,2161539,f,0,1262,5040,1261,99.92,99.92,0,0
Frag,3517373,3481507,3517436,3481570,f,0,64,208,58,90.62,90.62,0,0
Frag,2553050,2505141,2554420,2506511,f,0,1371,5420,1363,99.42,99.42,0,0
Frag,187747,138758,187815,138826,f,0,69,228,63,91.30,91.30,0,0
Frag,3905390,3849238,3905488,3849336,f,0,99,324,90,90.91,90.91,0,0
Frag,3313994,3254986,3314133,3255125,f,0,140,424,123,87.86,87.86,0,0
Frag,896405,829107,896548,829250,f,0,144,360,117,81.25,81.25,0,0
Frag,304208,226972,304870,227634,f,0,663,2612,658,99.25,99.25,0,0
Frag,304882,227644,306200,228962,f,0,1319,5188,1308,99.17,99.17,0,0
Frag,307263,230024,307467,230228,f,0,205,804,203,99.02,99.02,0,0
Frag,306206,228966,307263,230023,f,0,1058,4192,1053,99.53,99.53,0,0
Frag,302288,224960,304024,226696,f,0,1737,6884,1729,99.54,99.54,0,0
Frag,661181,577048,661949,577816,f,0,769,3060,767,99.74,99.74,0,0
Frag,460496,374678,460591,374773,f,0,96,328,89,92.71,92.71,0,0
Frag,460596,374678,460691,374773,f,0,96,336,90,93.75,93.75,0,0
Frag,460696,374678,460791,374773,f,0,96,328,89,92.71,92.71,0,0
Frag,460796,374678,460895,374777,f,0,100,344,93,93.00,93.00,0,0
Frag,4472809,4381377,4472912,4381480,f,0,104,296,89,85.58,85.58,0,0
Frag,660181,566230,660254,566303,f,0,74,288,73,98.65,98.65,0,0
Frag,4208025,4109439,4208134,4109548,f,0,110,392,104,94.55,94.55,0,0
Frag,1632479,1532711,1632563,1532795,f,0,85,236,72,84.71,84.71,0,0
Frag,1632479,1532533,1632568,1532622,f,0,90,248,76,84.44,84.44,0,0
Frag,4208005,4099584,4208086,4099665,f,0,82,248,72,87.80,87.80,0,0
Frag,345515,227074,347403,228962,f,0,1889,7396,1869,98.94,98.94,0,0
Frag,347409,228966,348474,230031,f,0,1066,4216,1060,99.44,99.44,0,0
Frag,345422,226972,345506,227056,f,0,85,340,85,100.00,100.00,0,0
Frag,348622,230086,348757,230221,f,0,136,528,134,98.53,98.53,0,0
Frag,343342,224800,345238,226696,f,0,1897,7452,1880,99.10,99.10,0,0
Frag,2315810,2160304,2317042,2161536,f,0,1233,4908,1230,99.76,99.76,0,0
Frag,4208004,4051651,4208147,4051794,f,0,144,408,123,85.42,85.42,0,0
Frag,4376063,4207076,4376833,4207846,f,0,771,3084,771,100.00,100.00,0,0
Frag,1717530,1532711,1717614,1532795,f,0,85,268,76,89.41,89.41,0,0
Frag,1717530,1532533,1717618,1532621,f,0,89,276,79,88.76,88.76,0,0
Frag,3842493,3645837,3842567,3645911,f,0,75,236,67,89.33,89.33,0,0
Frag,2917972,2698360,2918110,2698498,f,0,139,452,126,90.65,90.65,0,0
Frag,3905352,3676801,3905501,3676950,f,0,150,456,132,88.00,88.00,0,0
Frag,784711,550892,784788,550969,f,0,78,208,65,83.33,83.33,0,0
Frag,2917971,2668193,2918110,2668332,f,0,140,384,118,84.29,84.29,0,0
Frag,3576427,3315720,3576554,3315847,f,0,128,364,109,85.16,85.16,0,0
Frag,3517301,3255000,3517375,3255074,f,0,75,204,63,84.00,84.00,0,0
Frag,998910,734805,999797,735692,f,0,888,3280,854,96.17,96.17,0,0
Frag,998885,733514,999042,733671,f,0,158,520,144,91.14,91.14,0,0
Frag,999027,733655,1000173,734801,f,0,1147,4172,1095,95.47,95.47,0,0
Frag,999027,733275,999265,733513,f,0,239,884,230,96.23,96.23,0,0
Frag,896398,606928,896547,607077,f,0,150,376,122,81.33,81.33,0,0
Frag,3905369,3608865,3905495,3608991,f,0,127,396,113,88.98,88.98,0,0
Frag,1434006,1110417,1434126,1110537,f,0,121,332,102,84.30,84.30,0,0
Frag,3254028,2929984,3254130,2930086,f,0,103,300,89,86.41,86.41,0,0
Frag,1155237,829109,1155393,829265,f,0,157,380,126,80.25,80.25,0,0
Frag,660184,315788,660254,315858,f,0,71,276,70,98.59,98.59,0,0
Frag,712400,359580,712464,359644,f,0,65,164,53,81.54,81.54,0,0
Frag,712501,359580,712565,359644,f,0,65,164,53,81.54,81.54,0,0
Frag,712400,359380,712464,359444,f,0,65,164,53,81.54,81.54,0,0
Frag,712501,359380,712565,359444,f,0,65,164,53,81.54,81.54,0,0
Frag,4208021,3849234,4208124,3849337,f,0,104,336,94,90.38,90.38,0,0
Frag,1162432,800155,1162558,800281,f,0,127,444,119,93.70,93.70,0,0
Frag,4071589,3702305,4072357,3703073,f,0,769,3068,768,99.87,99.87,0,0
Frag,661181,291193,661951,291963,f,0,771,3020,763,98.96,98.96,0,0
Frag,712400,341932,712464,341996,f,0,65,188,56,86.15,86.15,0,0
Frag,712501,341932,712565,341996,f,0,65,172,54,83.08,83.08,0,0
Frag,645170,272303,645616,272749,f,0,447,1476,408,91.28,91.28,0,0
Frag,4472813,4099604,4472878,4099669,f,0,66,216,60,90.91,90.91,0,0
Frag,644851,270760,645183,271092,f,0,333,1060,299,89.79,89.79,0,0
Frag,649878,272441,650186,272749,f,0,309,1028,283,91.59,91.59,0,0
Frag,2917959,2540320,2918114,2540475,f,0,156,464,136,87.18,87.18,0,0
Frag,661181,279722,661950,280491,f,0,770,3016,762,98.96,98.96,0,0
Frag,729458,319326,730792,320660,f,0,1335,5340,1335,100.00,100.00,0,0
Frag,4472809,4051668,4472912,4051771,f,0,104,312,91,87.50,87.50,0,0
Frag,4167206,3745884,4167308,3745986,f,0,103,276,86,83.50,83.50,0,0
Frag,1408025,981221,1408094,981290,f,0,70,208,61,87.14,87.14,0,0
Frag,4079374,3645859,4079437,3645922,f,0,64,232,61,95.31,95.31,0,0
Frag,1418152,981165,1418296,981309,f,0,145,436,127,87.59,87.59,0,0
Frag,2236540,1797919,2236607,1797986,f,0,68,168,55,80.88,80.88,0,0
Frag,1155237,712084,1155377,712224,f,0,141,364,116,82.27,82.27,0,0
Frag,1155223,704643,1155351,704771,f,0,129,364,110,85.27,85.27,0,0
Frag,4191292,3738874,4191747,3739329,f,0,456,1576,425,93.20,93.20,0,0
Frag,4188008,3733837,4191748,3737577,f,0,3741,14276,3655,97.70,97.70,0,0
Frag,4167248,3712655,4167313,3712720,f,0,66,168,54,81.82,81.82,0,0
Frag,4192651,3737939,4193049,3738337,f,0,399,1508,388,97.24,97.24,0,0
Frag,1544312,1065171,1544425,1065284,f,0,114,336,99,86.84,86.84,0,0
Frag,2728979,2227984,2729748,2228753,f,0,770,3056,767,99.61,99.61,0,0
Frag,1009057,508035,1009141,508119,f,0,85,252,74,87.06,87.06,0,0
Frag,1314540,800152,1314667,800279,f,0,128,504,127,99.22,99.22,0,0
Frag,1329544,812477,1329607,812540,f,0,64,224,60,93.75,93.75,0,0
Frag,1217858,696230,1217995,696367,f,0,138,448,125,90.58,90.58,0,0
Frag,3576454,3054093,3576566,3054205,f,0,113,332,98,86.73,86.73,0,0
Frag,1109122,577048,1109890,577816,f,0,769,3052,766,99.61,99.61,0,0
Frag,2489451,1936193,2489562,1936304,f,0,112,360,101,90.18,90.18,0,0
Frag,1132602,577043,1133374,577815,f,0,773,3052,768,99.35,99.35,0,0
Frag,1658582,1094528,1658649,1094595,f,0,68,240,64,94.12,94.12,0,0
Frag,1658582,1094347,1658712,1094477,f,0,131,468,124,94.66,94.66,0,0
Frag,1658946,1094537,1659080,1094671,f,0,135,524,133,98.52,98.52,0,0
Frag,1658769,1094356,1658890,1094477,f,0,122,448,117,95.90,95.90,0,0
Frag,1658582,1094166,1658712,1094296,f,0,131,468,124,94.66,94.66,0,0
Frag,1658769,1094175,1658890,1094296,f,0,122,448,117,95.90,95.90,0,0
Frag,1658588,1093991,1658712,1094115,f,0,125,460,120,96.00,96.00,0,0
Frag,1658769,1093994,1658890,1094115,f,0,122,448,117,95.90,95.90,0,0
Frag,1658582,1093804,1658712,1093934,f,0,131,468,124,94.66,94.66,0,0
Frag,1658769,1093813,1658890,1093934,f,0,122,448,117,95.90,95.90,0,0
Frag,1162432,593813,1162554,593935,f,0,123,444,117,95.12,95.12,0,0
Frag,3562211,2982386,3562892,2983067,f,0,682,2648,672,98.53,98.53,0,0
Frag,3579991,3000085,3589576,3009670,f,0,9586,38096,9555,99.68,99.68,0,0
Frag,3562981,2983074,3579994,3000087,f,0,17014,67408,16933,99.52,99.52,0,0
Frag,3453654,2872448,3469400,2888194,f,0,15747,62644,15704,99.73,99.73,0,0
Frag,3452610,2871403,3453654,2872447,f,0,1045,3924,1013,96.94,96.94,0,0
Frag,3469740,2888106,3483676,2902042,f,0,13937,54172,13740,98.59,98.59,0,0
Frag,3483697,2902062,3498984,2917349,f,0,15288,60200,15169,99.22,99.22,0,0
Frag,3499753,2917341,3500193,2917781,f,0,441,1268,379,85.94,85.94,0,0
Frag,3651421,3068842,3696816,3114237,f,0,45396,181520,45388,99.98,99.98,0,0
Frag,3518802,2931697,3518884,2931779,f,0,83,332,83,100.00,100.00,0,0
